video_id,title,channel,url,published_at,duration_formatted,duration_seconds,view_count,like_count,comment_count,engagement_ratio,audio_path,audio_total_duration,audio_silence_ratio,audio_zero_crossing_rate,audio_mean_volume,transcription_status,transcription_audio_duration,num_speakers,speakers_list,num_segments,avg_confidence,detected_languages,dataset_score,estimated_speech_ratio,video_avg_confidence,video_dataset_score,video_detected_languages,niche,llm_score,llm_reason,tags,category_id,default_language,default_audio_language,caption_available,definition,licensed_content,projection,privacy_status,made_for_kids,topic_categories,passed_filters,failed_filters,description_preview
REPupWjudPQ,"World Cup 2026: Reyna dứt điểm điệu nghệ, ấn định chiến thắng 4-1 của Mỹ trước Paraguay | VTV24",VTV24,https://www.youtube.com/watch?v=REPupWjudPQ,2026-06-13T00:00:00Z,1m 0s,60,22283,35,0,0.16,World_Cup_2026_Reyna_dut_điem_đieu_nghe_an_đinh_chien_thang_4-1_cua_My_truoc_Paraguay_VTV24.wav,,,,,completed,59.968,1,SPEAKER_00,7,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc"", ""Reyna"", ""Mỹ"", ""Paraguay"", ""World Cup"", ""2026"", ""bàn thắng"", ""dứt điểm"", ""điệu nghệ"", ""ấn định"", ""tỷ số"", ""hủy diệt"", ""VTV24"", ""Gio Reyna ghi bàn Paraguay"", ""Reyna dứt điểm điệu nghệ World Cup"", ""ĐT Mỹ đè bẹp Paraguay 4-1"", ""bàn thắng ấn định tỷ số của Reyna"", ""kết quả bóng đá Mỹ vs Paraguay"", ""ngôi sao Dortmund tỏa sáng tuyển Mỹ"", ""thể thao VTV24""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,"World Cup 2026: Reyna dứt điểm điệu nghệ, ấn định chiến thắng 4-1 của Mỹ trước Paraguay. ---------- Ứng dụng VTVgo Android: https://bit.ly/305aQLs "
LPFWGkt9kQA,"Word Cup 2026: Hàng phòng thủ Mỹ mắc sai lầm, Mauricio tung cú sút rút ngắn tỷ số 1-3 cho Paraguay",VTV24,https://www.youtube.com/watch?v=LPFWGkt9kQA,2026-06-13T00:00:00Z,52s,52,6619,23,0,0.35,Word_Cup_2026_Hang_phong_thu_My_mac_sai_lam_Mauricio_tung_cu_sut_rut_ngan_ty_so_1-3_cho_Paraguay.wav,,,,,completed,51.776,1,SPEAKER_00,7,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc"", ""Mauricio"", ""Paraguay"", ""Mỹ"", ""World Cup"", ""2026"", ""sai lầm"", ""phòng thủ"", ""rút ngắn"", ""tỷ số"", ""sút xa"", ""VTV24"", ""Mauricio ghi bàn vào lưới ĐT Mỹ"", ""hàng thủ Mỹ mắc sai lầm nghiêm trọng"", ""Paraguay rút ngắn tỷ số 1-3"", ""cú sút đẳng cấp của Mauricio"", ""diễn biến trận đấu Mỹ vs Paraguay"", ""sai lầm phòng ngự đội tuyển Mỹ"", ""thể thao VTV24""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,"Word Cup 2026: Hàng phòng thủ Mỹ mắc sai lầm, Mauricio tung cú sút rút ngắn tỷ số 1-3 cho Paraguay. ---------- Ứng dụng VTVgo Android: https://bit."
FEcrKOMRKGk,World Cup 2026: Balogun càn lướt qua hai cầu thủ Paraguay ghi bàn nâng tỷ số lên 3-0 cho Mỹ | VTV24,VTV24,https://www.youtube.com/watch?v=FEcrKOMRKGk,2026-06-13T00:00:00Z,59s,59,5578,46,0,0.82,World_Cup_2026_Balogun_can_luot_qua_hai_cau_thu_Paraguay_ghi_ban_nang_ty_so_len_3-0_cho_My_VTV24.wav,,,,,completed,58.731,1,SPEAKER_00,8,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc"", ""Balogun"", ""Mỹ"", ""Paraguay"", ""World Cup"", ""2026"", ""bàn thắng"", ""càn lướt"", ""độc diễn"", ""tỳ đè"", ""nâng tỷ số"", ""VTV24"", ""Folarin Balogun ghi bàn nâng tỷ số 3-0"", ""Balogun solo ghi bàn Paraguay"", ""siêu phẩm càn lướt của Balogun"", ""tiền đạo Mỹ đè bẹp Paraguay"", ""cú đúp đẳng cấp của Balogun"", ""diễn biến trận đấu Mỹ vs Paraguay"", ""thể thao VTV24""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,World Cup 2026: Balogun càn lướt qua hai cầu thủ Paraguay ghi bàn nâng tỷ số lên 3-0 cho Mỹ. ---------- Ứng dụng VTVgo Android: https://bit.ly/305a
gmZiE4KSEoY,"World Cup 2026: Balogun ghi bàn, Mỹ dẫn trước Paraguay 2 - 0 | VTV24",VTV24,https://www.youtube.com/watch?v=gmZiE4KSEoY,2026-06-13T00:00:00Z,56s,56,3871,26,0,0.67,World_Cup_2026_Balogun_ghi_ban_My_dan_truoc_Paraguay_2_-_0_VTV24.wav,,,,,completed,55.851,1,SPEAKER_00,7,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc"", ""Balogun"", ""Mỹ"", ""Paraguay"", ""World Cup"", ""2026"", ""bàn thắng"", ""nhân đôi"", ""cách biệt"", ""tiền đạo"", ""bảng đấu"", ""VTV24"", ""Folarin Balogun ghi bàn Paraguay"", ""Mỹ nhân đôi cách biệt Balogun"", ""bàn thắng đẳng cấp của Balogun"", ""kết quả bóng đá Mỹ vs Paraguay"", ""ngôi sao tuyển Mỹ tỏa sáng"", ""video bàn thắng Folarin Balogun"", ""thể thao VTV24""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,"Từ đường chuyền ở cánh trái của Pulisic, Folarin Balogun đã đặt lòng tung lưới Paraguay. 2-0 cho Mỹ. ---------- Ứng dụng VTVgo Android: https://bit"
AN4TdnqkSPY,Bàn phản lưới đầu tiên của World Cup 2026 trong trận Mỹ vs Paraquay | VTV24,VTV24,https://www.youtube.com/watch?v=AN4TdnqkSPY,2026-06-13T00:00:00Z,53s,53,9991,35,0,0.35,Ban_phan_luoi_đau_tien_cua_World_Cup_2026_trong_tran_My_vs_Paraquay_VTV24.wav,,,,,completed,52.565,1,SPEAKER_00,6,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc"", ""Mỹ"", ""Paraguay"", ""World Cup"", ""2026"", ""phản lưới"", ""bàn thua"", ""bảng đấu"", ""sai lầm"", ""phản lưới nhà"", ""VTV24"", ""bàn phản lưới đầu tiên World Cup 2026"", ""diễn biến trận đấu Mỹ vs Paraguay"", ""sai lầm tai hại phản lưới nhà"", ""kết quả bóng đá Mỹ Paraguay"", ""khoảnh khắc đáng tiếc World Cup"", ""video bàn thắng phản lưới nhà"", ""thể thao VTV24""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,Mỹ vs Paraguay: Bàn phản lưới đầu tiên của World Cup 2026. ---------- Ứng dụng VTVgo Android: https://bit.ly/305aQLs iOS: https://apple.co/3g8yMTS 
rZkw2_51i4o,"Thời sự toàn cảnh ngày 13/6: Bắt nhóm người lập ""đại bản doanh"" lừa đảo tại TP. Hồ Chí Minh | VTV24",VTV24,https://www.youtube.com/watch?v=rZkw2_51i4o,2026-06-13T00:00:00Z,39m 20s,2360,28811,163,0,0.57,Thoi_su_toan_canh_ngay_13_6_Bat_nhom_nguoi_lap_đai_ban_doanh_lua_đao_tai_TP_Ho_Chi_Minh_VTV24.wav,,,,,completed,2360.413,1,SPEAKER_00,313,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,"- Thủ tướng Lê Minh Hưng: “Quyết tâm thực hiện thắng lợi mục tiêu tăng trưởng bền vững 2 con số giai đoạn 2026-2030"".  - Hà Nội tổng kiểm tra các điểm"
ziTFS8XxS_Q,Mỹ tiêu diệt trùm băng đảng khét tiếng tại Venezuela | Cụm tin | VTV24,VTV24,https://www.youtube.com/watch?v=ziTFS8XxS_Q,2026-06-13T00:00:00Z,9m 5s,545,28324,79,0,0.28,My_tieu_diet_trum_bang_đang_khet_tieng_tai_Venezuela_Cum_tin_VTV24.wav,,,,,completed,544.612,1,SPEAKER_00,79,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,Những nội dung trong cụm tin: - Mỹ tiêu diệt trùm băng đảng khét tiếng tại Venezuela - El Nino đe dọa mùa màng tại Ấn Độ - Tỷ phú nghìn tỷ USD đầu tiê
tOwUT1hl6Oo,World Cup đã trở nên “chặt chém” như thế nào sau 20 năm? | VTV24,VTV24,https://www.youtube.com/watch?v=tOwUT1hl6Oo,2026-06-13T00:00:00Z,23m 56s,1436,75027,1197,0,1.6,World_Cup_đa_tro_nen_chat_chem_nhu_the_nao_sau_20_nam_VTV24.wav,,,,,completed,1435.562,1,SPEAKER_00,249,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,---------- Ứng dụng VTVgo Android: https://bit.ly/305aQLs iOS: https://apple.co/3g8yMTS hoặc xem trực tiếp trên https://vtvgo.vn/  Báo điẹ
hJMrqTOQh34,Cận cảnh quá trình đại tu tăng hạn tiêm kích Su-30MK2 ngay tại Việt Nam | VTV24,VTV24,https://www.youtube.com/watch?v=hJMrqTOQh34,2026-06-13T00:00:00Z,8m 9s,489,65703,526,0,0.8,Can_canh_qua_trinh_đai_tu_tang_han_tiem_kich_Su-30MK2_ngay_tai_Viet_Nam_VTV24.wav,,,,,completed,488.559,1,SPEAKER_00,56,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,"Các kỹ sư và công nhân kỹ thuật Việt Nam tại Nhà máy A32 đã làm chủ hoàn toàn công nghệ sửa chữa, đại tu và tăng tổng niên hạn sử dụng cho tiêm kích S"
IVQ5_3kd3Hg,Chuyển động 24h ngày 13/6: Việt Nam làm chủ công nghệ đại tu tiêm kích Su-30MK2 | VTV24,VTV24,https://www.youtube.com/watch?v=IVQ5_3kd3Hg,2026-06-13T00:00:00Z,27m 6s,1626,9255,72,0,0.78,Chuyen_đong_24h_ngay_13_6_Viet_Nam_lam_chu_cong_nghe_đai_tu_tiem_kich_Su-30MK2_VTV24.wav,,,,,completed,1626.43,1,SPEAKER_00,213,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,"Nếu như trước đây, mỗi khi đến kỳ đại tu, những chiếc tiêm kích Su-30MK2 đều phải tháo rời để gửi ra nước ngoài, thì nay toàn bộ quy trình phức tạp đã"
3UNrkEYdOZo,World Cup 2026: Bosnia & Herzegovina thoát thua ở những phút bù giờ cuối cùng | VTV24,VTV24,https://www.youtube.com/watch?v=3UNrkEYdOZo,2026-06-13T00:00:00Z,48s,48,20776,38,0,0.18,World_Cup_2026_Bosnia_Herzegovina_thoat_thua_o_nhung_phut_bu_gio_cuoi_cung_VTV24.wav,,,,,completed,47.979,1,SPEAKER_00,6,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc"", ""world cup 2026"", ""canada vs bosnia"", ""kết quả bóng đá"", ""trực tiếp world cup"", ""bảng b world cup"", ""highlights trận đấu"", ""video bàn thắng"", ""bóng đá world cup"", ""nhan dinh bóng đá"", ""canada bóng đá"", ""bosnia bóng đá"", ""vtv trực tiếp"", ""chủ nhà canada"", ""jonathan david"", ""edin dzeko"", ""highlight bóng đá""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,World Cup 2026: Kịch tính được đẩy lên ở những phút bù giờ cuối cùng khi Richie Laryea một lần nữa trở thành tâm điểm với đường chuyền thuận lợi vào t
Z-vsMY-u03E,"World Cup 2026: Vừa vào sân, Larin gỡ hoà cho Canada với pha xử lý đẳng cấp trong vòng cấm | VTV24",VTV24,https://www.youtube.com/watch?v=Z-vsMY-u03E,2026-06-13T00:00:00Z,59s,59,9352,41,0,0.44,World_Cup_2026_Vua_vao_san_Larin_go_hoa_cho_Canada_voi_pha_xu_ly_đang_cap_trong_vong_cam_VTV24.wav,,,,,completed,58.645,1,SPEAKER_00,14,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc"", ""world cup 2026"", ""canada vs bosnia"", ""kết quả bóng đá"", ""trực tiếp world cup"", ""bảng b world cup"", ""highlights trận đấu"", ""video bàn thắng"", ""bóng đá world cup"", ""nhan dinh bóng đá"", ""canada bóng đá"", ""bosnia bóng đá"", ""vtv trực tiếp"", ""chủ nhà canada"", ""jonathan david"", ""edin dzeko"", ""highlight bóng đá""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,World Cup 2026: Tiền đạo kỳ cựu Cyle Larin gỡ hoà cho Canada với pha xử lý đẳng cấp trong vòng cấm ---------- Ứng dụng VTVgo Android: https://bit.l
h146ijFCOJ4,World Cup 2026: Hậu vệ Sead Kolasinac có tình huống phá bóng ngay trên vạch vôi | VTV24,VTV24,https://www.youtube.com/watch?v=h146ijFCOJ4,2026-06-13T00:00:00Z,1m 0s,60,9186,32,0,0.35,World_Cup_2026_Hau_ve_Sead_Kolasinac_co_tinh_huong_pha_bong_ngay_tren_vach_voi_VTV24.wav,,,,,completed,59.776,1,SPEAKER_00,10,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc"", ""world cup 2026"", ""canada vs bosnia"", ""kết quả bóng đá"", ""trực tiếp world cup"", ""bảng b world cup"", ""highlights trận đấu"", ""video bàn thắng"", ""bóng đá world cup"", ""nhan dinh bóng đá"", ""canada bóng đá"", ""bosnia bóng đá"", ""vtv trực tiếp"", ""chủ nhà canada"", ""jonathan david"", ""edin dzeko"", ""highlight bóng đá""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,"World Cup 2026: Cựu hậu vệ của Arsenal Sead Kolasinac có tình huống phá bóng ngay trên vạch vôi vô cùng ấn tượng, qua đó cứu cho Bosnia & Herzegovina "
8oaKcQAKEDo,World Cup 2026: Jovo Lukic đánh đầu ghi bàn mở tỉ số sau tình huống phạt góc | VTV24,VTV24,https://www.youtube.com/watch?v=8oaKcQAKEDo,2026-06-13T00:00:00Z,57s,57,7915,25,0,0.32,World_Cup_2026_Jovo_Lukic_đanh_đau_ghi_ban_mo_ti_so_sau_tinh_huong_phat_goc_VTV24.wav,,,,,completed,57.003,1,SPEAKER_00,12,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc"", ""world cup 2026"", ""canada vs bosnia"", ""kết quả bóng đá"", ""trực tiếp world cup"", ""bảng b world cup"", ""highlights trận đấu"", ""video bàn thắng"", ""bóng đá world cup"", ""nhan dinh bóng đá"", ""canada bóng đá"", ""bosnia bóng đá"", ""vtv trực tiếp"", ""chủ nhà canada"", ""jonathan david"", ""edin dzeko"", ""highlight bóng đá""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,"World Cup 2026: Bosnia-Herzegovina là đội mở tỉ số ở phút 21. Tiền đạo Jovo Lukic đánh đầu ghi bàn sau tình huống phạt góc, trong ngày được xếp đá chí"
JHp3pZuLCEM,"Khởi tố các đối tượng buôn bán hơn 15 tấn yến giả, quảng cáo chứa 70% tổ yến | Cụm tin | VTV24",VTV24,https://www.youtube.com/watch?v=JHp3pZuLCEM,2026-06-13T00:00:00Z,2m 34s,154,7698,36,0,0.47,Khoi_to_cac_đoi_tuong_buon_ban_hon_15_tan_yen_gia_quang_cao_chua_70_to_yen_Cum_tin_VTV24.wav,,,,,completed,153.809,1,SPEAKER_00,24,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,Những nội dung trong Cụm tin: - Triệt phá đường dây buôn bán yến giả trên phạm vi toàn quốc - Công an tỉnh Đắk Lắk chỉ đạo điều tra làm rõ vụ nghi kha
0BJMIWJEWX8,Ông trùm lừa đảo Nhật Bản chính thức bị bắt | VTV24,VTV24,https://www.youtube.com/watch?v=0BJMIWJEWX8,2026-06-13T00:00:00Z,7m 5s,425,39524,211,0,0.53,Ong_trum_lua_đao_Nhat_Ban_chinh_thuc_bi_bat_VTV24.wav,,,,,completed,425.424,1,SPEAKER_00,51,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc"", ""lừa đảo"", ""bẫy"", ""vtv bẫy"", ""campuchia""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,"Nghi phạm sống tại Bangkok, điều hành một nhóm người Nhật tại Campuchia và nhắm mục tiêu vào các nạn nhân ở Nhật Bản. Vụ việc không chỉ là câu chuyện "
aqeC5eAfmOs,Mỹ yêu cầu Anthropic ngăn người nước ngoài truy cập các mô hình A.I | Cụm tin | VTV24,VTV24,https://www.youtube.com/watch?v=aqeC5eAfmOs,2026-06-13T00:00:00Z,5m 47s,347,4112,33,0,0.8,My_yeu_cau_Anthropic_ngan_nguoi_nuoc_ngoai_truy_cap_cac_mo_hinh_A_I_Cum_tin_VTV24.wav,,,,,completed,346.674,1,SPEAKER_00,41,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,Những nội dung trong Cụm tin: - ILO thông qua hiệp ước lịch sử bảo vệ lao động thời đại số - Mỹ yêu cầu Anthropic ngừng cung cấp quyền truy cập các mô
QzYTpBDRxso,Câu chuyện về phóng viên quốc tế tác nghiệp tại lễ khai mạc World Cup 2026 | VTV24,VTV24,https://www.youtube.com/watch?v=QzYTpBDRxso,2026-06-13T00:00:00Z,1m 40s,100,3030,29,0,0.96,Cau_chuyen_ve_phong_vien_quoc_te_tac_nghiep_tai_le_khai_mac_World_Cup_2026_VTV24.wav,,,,,completed,99.66,1,SPEAKER_00,18,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,Ngày khai màn World Cup 2026 cũng là thời điểm các phóng viên từ khắp nơi trên thế giới bắt đầu guồng quay tác nghiệp kéo dài hơn một tháng. Kỳ World 
ryLqor0qpZ0,Thời sự toàn cảnh trưa 13/6: Công ước quốc tế bảo vệ người lao động trên nền tảng số | VTV24,VTV24,https://www.youtube.com/watch?v=ryLqor0qpZ0,2026-06-13T00:00:00Z,31m 19s,1879,21674,113,0,0.52,Thoi_su_toan_canh_trua_13_6_Cong_uoc_quoc_te_bao_ve_nguoi_lao_đong_tren_nen_tang_so_VTV24.wav,,,,,completed,1879.226,1,SPEAKER_00,219,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,Những nội dung trong bản tin: - Công an tỉnh Đắk Lắk chỉ đạo điều tra làm rõ vụ nghi khai thác vàng trái phép - Quảng Trị: Bắt vụ vận chuyển hàng nghì
WnEyFDZ2rZI,Vụ 81 người ngộ độc ở trường tiểu học tại Đồng Tháp: Phát hiện thức ăn nhiễm khuẩn | Cụm tin | VTV24,VTV24,https://www.youtube.com/watch?v=WnEyFDZ2rZI,2026-06-13T00:00:00Z,5m 38s,338,3181,30,0,0.94,Vu_81_nguoi_ngo_đoc_o_truong_tieu_hoc_tai_Đong_Thap_Phat_hien_thuc_an_nhiem_khuan_Cum_tin_VTV24.wav,,,,,completed,337.874,1,SPEAKER_00,50,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,Những nội dung trong Cụm tin: - Vụ 81 người ngộ độc ở trường tiểu học tại Đồng Tháp: Phát hiện thức ăn nhiễm khuẩn - Phát hiện hàng chục tấn gạo giả t
wGledY57piw,Bộ Công an đề xuất: Người bán thực phẩm trên mạng xã hội phải xác thực danh tính | VTV24,VTV24,https://www.youtube.com/watch?v=wGledY57piw,2026-06-13T00:00:00Z,7m 49s,469,10313,95,0,0.92,Bo_Cong_an_đe_xuat_Nguoi_ban_thuc_pham_tren_mang_xa_hoi_phai_xac_thuc_danh_tinh_VTV24.wav,,,,,completed,469.136,1,SPEAKER_00,67,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,Bộ Công an đề xuất bổ sung quy định xác thực danh tính người bán thực phẩm trên các sàn thương mại điện tử và mạng xã hội trong dự thảo Luật An toàn t
C4RIDM551Xk,Thế giới toàn cảnh ngày 13/6: Tỷ phú nghìn tỷ USD đầu tiên trên thế giới | VTV24,VTV24,https://www.youtube.com/watch?v=C4RIDM551Xk,2026-06-13T00:00:00Z,15m 1s,901,43732,212,0,0.48,The_gioi_toan_canh_ngay_13_6_Ty_phu_nghin_ty_USD_đau_tien_tren_the_gioi_VTV24.wav,,,,,completed,900.644,1,SPEAKER_00,113,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,Những nội dung trong bản tin: - Cải trang thành linh vật World Cup để bắt tội phạm - Tỷ phú nghìn tỷ USD đầu tiên trên thế giới - Cửa hàng robot hình 
Qw4ZJfJK70k,"Thời tiết ngày 13/6: Bắc Bộ và Trung Bộ tiếp tục nắng nóng, phía Nam có mưa giông vào chiều",VTV24,https://www.youtube.com/watch?v=Qw4ZJfJK70k,2026-06-13T00:00:00Z,2m 37s,157,44609,66,0,0.15,Thoi_tiet_ngay_13_6_Bac_Bo_va_Trung_Bo_tiep_tuc_nang_nong_phia_Nam_co_mua_giong_vao_chieu.wav,,,,,completed,157.013,1,SPEAKER_00,30,,"[""Tiếng VI-ORIG""]",,0.0,0.0,0.0,,,0.0,,"[""tin tức"", ""vtv24"", ""tin tức vtv"", ""thời sự vtv"", ""thời sự vtv24"", ""tin tức trong ngày"", ""chuyển động 24h"", ""tintuc"", ""tin tuc""]",News & Politics,vi,,True,hd,False,rectangular,public,False,[],passed_all_criteria,,"Hôm nay (13/6) và ngày mai, nắng nóng vẫn bao trùm diện rộng ở Bắc Bộ và Trung Bộ. Vùng oi bức nhất tập trung ở khu vực trung du, đồng bằng Bắc Bộ và "
